시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
경암동철길마을,반려동물업,반려동반여행,여행지,전라북도,군산시,경암동,,539-4 번지,경촌4길,14 번,35.98130977,126.736212,54033.0,전라북도 군산시 경촌4길 14,전라북도 군산시 경암동 539-4,063-450-6598,https://www.gunsan.go.kr/tour/m2099/view/433883,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
경인아라뱃길,반려동물업,반려동반여행,여행지,인천광역시,서구,오류동,,1563 번지,정서진1로,41 번,37.55843603,126.607464,22850.0,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,1599-3650,https://www.kwater.or.kr/giwaterway/ara.do,"매주 월요일, 법정공휴일","화~일 3~10월 10:00~19:00, 11~2월 09:00~18:00",Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
경주 화랑의 언덕,반려동물업,반려동반여행,여행지,경상북도,경주시,산내면,내일리,164-2 번지,수의길,601 번,35.77204571,129.084329,38185.0,경상북도 경주시 산내면 수의길 601,경상북도 경주시 산내면 내일리 164-2,054-753-7001,https://www.instagram.com/gyeongju_okgreen/,연중무휴,매일 09:00~18:00,Y,2000원,Y,해당없음,모두 가능,"목줄, 케이지, 배변봉투",N,Y,관광지,"2,000원",2022-11-30
경주엑스포대공원,반려동물업,반려동반여행,여행지,경상북도,경주시,천군동,,130 번지,경감로,614 번,35.8322527,129.288867,38118.0,경상북도 경주시 경감로 614,경상북도 경주시 천군동 130,054-748-3011,http://www.cultureexpo.or.kr/,연중무휴,"매일 10~4월 10:00~18:00, 5, 9월 10:00~19:00, 6~8월 10:00~20:00",Y,12000원,Y,해당없음,소형/중형,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
경주장,반려동물업,반려동반여행,펜션,경상북도,경주시,황오동,,308-1 번지,태종로,801 번,35.84139023,129.215401,38159.0,경상북도 경주시 태종로 801,경상북도 경주시 황오동 308-1,050-5903-9202,http://경주장.com/,연중무휴,매일 16:00~10:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,펜션,없음,2022-11-30
경주허브랜드식물원,반려동물업,반려동반여행,여행지,경상북도,경주시,문무대왕면,장항리,589-1 번지,불국로,1593 번,35.78949833,129.386375,38120.0,경상북도 경주시 문무대왕면 불국로 1593,경상북도 경주시 문무대왕면 장항리 589-1,054-744-9080,정보없음,연중무휴,"월~금 10:00~18:00, 토~일 09:30~18:30",Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
경천섬공원,반려동물업,반려동반여행,여행지,경상북도,상주시,중동면,오상리,968-1 번지,,,36.43188984,128.246993,37245.0,,경상북도 상주시 중동면 오상리 968-1,054-531-1996,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
경포딩가 애견펜션,반려동물업,반려동반여행,펜션,강원도,강릉시,안현동,,55-2 번지,하남길,345-7 번,37.809497,128.899023,25459.0,강원도 강릉시 하남길 345-7,강원도 강릉시 안현동 55-2,,http://gpdinga.com,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,7kg 이하,"입질, 공격성 있는 경우 입장 제한, 애견샤워 금지",Y,Y,"애견 동반 펜션, 사전문의 필수, 놀이터, 추가인원 15,000원","15,000원",2022-11-30
경포코지펜션,반려동물업,반려동반여행,펜션,강원도,강릉시,초당동,,433-3 번지,난설헌로219번길,22 번,37.79432267,128.913484,25466.0,강원도 강릉시 난설헌로219번길 22,강원도 강릉시 초당동 433-3,0507-1497-7753,http://www.cozypension.co.kr,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,10kg 이하,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
계룡시입암리유적공원,반려동물업,반려동반여행,여행지,충청남도,계룡시,두마면,입암리,83 번지,,,36.24939953,127.270556,32842.0,,충청남도 계룡시 두마면 입암리 83,,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
계룡시종합문화체육공원,반려동물업,반려동반여행,여행지,충청남도,계룡시,엄사면,유동리,264 번지,,,36.26975368,127.233049,32830.0,,충청남도 계룡시 엄사면 유동리 264,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
계양산산림욕장,반려동물업,반려동반여행,여행지,인천광역시,계양구,계산동,,48 번지,경명대로955번길,17 번,37.54651868,126.712241,21042.0,인천광역시 계양구 경명대로955번길 17,인천광역시 계양구 계산동 산 48,032-450-5655,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
고래들근린공원,반려동물업,반려동반여행,여행지,대전광역시,유성구,지족동,,1064 번지,,,36.3865439,127.30993,34085.0,,대전광역시 유성구 지족동 1064,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
고마제,반려동물업,반려동반여행,여행지,전라북도,부안군,동진면,내기리,292-10 번지,고마제로,115 번,35.73823486,126.761115,56303.0,전라북도 부안군 동진면 고마제로 115,전라북도 부안군 동진면 내기리 292-10,,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
고모저수지,반려동물업,반려동반여행,여행지,경기도,포천시,소흘읍,고모리,669-5 번지,죽엽산로,454 번,37.79407652,127.165042,11185.0,경기도 포천시 소흘읍 죽엽산로 454,경기도 포천시 소흘읍 고모리 669-5,031-538-4102,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
고석정,반려동물업,반려동반여행,여행지,강원도,철원군,동송읍,장흥리,20-1 번지,태봉로,1825 번,38.18542141,127.287404,24023.0,강원도 철원군 동송읍 태봉로 1825,강원도 철원군 동송읍 장흥리 20-1,033-450-5559,https://www.cwg.go.kr/tour/,매주 화요일,수~월 10:00~17:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
고석정꽃밭,반려동물업,반려동반여행,여행지,강원도,철원군,동송읍,장흥리,10-2 번지,태봉로,1769 번,38.1882275,127.295506,24023.0,강원도 철원군 동송읍 태봉로 1769,강원도 철원군 동송읍 장흥리 10-2,033-455-7072,https://www.cwg.go.kr/tour/contents.do?key=1629,매주 화요일,수~월 09:00~21:00,Y,6000원,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
고소동 벽화마을,반려동물업,반려동반여행,여행지,전라남도,여수시,고소동,,268 번지,,,34.73900024,127.741163,59738.0,,전라남도 여수시 고소동 268,061-659-3877,http://tour.yeosu.go.kr,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
고운정,반려동물업,반려동반여행,펜션,광주광역시,광산구,고룡동,,84 번지,임곡연동길,131-13 번,35.20511584,126.777242,62207.0,광주광역시 광산구 임곡연동길 131-13,광주광역시 광산구 고룡동 84,0507-1333-0846,정보없음,연중무휴,매일 16:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,관광지,"20,000원",2022-11-30
고인돌공원,반려동물업,반려동반여행,여행지,전라북도,고창군,고창읍,도산리,676 번지,고인돌공원길,74 번,35.44169795,126.652498,56443.0,전라북도 고창군 고창읍 고인돌공원길 74,전라북도 고창군 고창읍 도산리 676,063-560-8666,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
고창 청농원,반려동물업,반려동반여행,여행지,전라북도,고창군,공음면,용수리,681 번지,청천길,41-27 번,35.37359974,126.535064,56461.0,전라북도 고창군 공음면 청천길 41-27,전라북도 고창군 공음면 용수리 681,063-561-6907,http://gobluefarm.com/,연중무휴,매일 09:00~17:30,Y,변동,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,"관광지, 라벤더, 핑크뮬리 5,000원(시즌 외 무료입장)",없음,2022-11-30
고현성,반려동물업,반려동반여행,여행지,경상남도,거제시,고현동,,,,,34.88255464,128.623265,53247.0,,경상남도 거제시 고현동,055-639-3000,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
고흥 남열해돋이펜트하우스,반려동물업,반려동반여행,펜션,전라남도,고흥군,영남면,남열리,796 번지,남열본동2길,48-58 번,34.58669568,127.479934,59521.0,전라남도 고흥군 영남면 남열본동2길 48-58,전라남도 고흥군 영남면 남열리 796,,http://nypenthouse.co.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,5kg 미만,객실당 최대 2마리,Y,Y,애견 동반 펜션,"10,000원",2022-11-30
고흥 누림펜션,반려동물업,반려동반여행,펜션,전라남도,고흥군,동일면,봉영리,1194-1 번지,봉영로,542-6 번,34.49090796,127.475862,59567.0,전라남도 고흥군 동일면 봉영로 542-6,전라남도 고흥군 동일면 봉영리 1194-1,0507-1376-0726,https://nurimps.modoo.at/,연중무휴,매일 15:00~11:00,Y,변동,Y,반려동물 전용,5kg 미만,제한사항 없음,Y,Y,애견 동반 펜션,"10,000원",2022-11-30
고흥 힐링 펜션,반려동물업,반려동반여행,펜션,전라남도,고흥군,금산면,오천리,623-30 번지,거금일주로,1467 번,34.43239437,127.196936,59566.0,전라남도 고흥군 금산면 거금일주로 1467,전라남도 고흥군 금산면 오천리 623-30,061-844-7700,정보없음,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,7kg 미만,객실당 최대 1마리,Y,Y,애견 동반 펜션,"15,000원",2022-11-30
골드독펜션,반려동물업,반려동반여행,펜션,충청남도,태안군,안면읍,정당리,1109-87 번지,붓드기길,4 번,36.55768917,126.346019,32163.0,충청남도 태안군 안면읍 붓드기길 4,충청남도 태안군 안면읍 정당리 1109-87,,http://golddogps.com,연중무휴,매일 15:00~11:00,Y,변동,Y,반려동물 전용,10kg 이하,맹견류 입장 불가,Y,Y,애견 동반 펜션,"10,000원",2022-11-30
곰나루국민관광단지,반려동물업,반려동반여행,여행지,충청남도,공주시,웅진동,,431 번지,백제큰길,2110-16 번,36.47022166,127.111701,32535.0,충청남도 공주시 백제큰길 2110-16,충청남도 공주시 웅진동 431,041-856-7700,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
곰나루펜션,반려동물업,반려동반여행,펜션,충청남도,공주시,사곡면,월가리,1021-12 번지,정안마곡사로,1355-50 번,36.57531981,127.043052,32521.0,충청남도 공주시 사곡면 정안마곡사로 1355-50,충청남도 공주시 사곡면 월가리 1021-12,,http://www.gongjup.com/main/main.html,정보없음,정보없음,Y,변동,Y,해당없음,소형/중형,제한사항 없음,Y,Y,애견 동반 펜션,없음,2022-11-30
공기마을 편백나무숲,반려동물업,반려동반여행,여행지,전라북도,완주군,상관면,죽림리,204-1 번지,죽림편백길,72-13 번,35.74599177,127.212489,55360.0,전라북도 완주군 상관면 죽림편백길 72-13,전라북도 완주군 상관면 죽림리 산 204-1,063-290-2114,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
공룡알화석산지,반려동물업,반려동반여행,여행지,경기도,화성시,송산면,고정리,6 번지,공룡로,659 번,37.26222503,126.747071,18235.0,경기도 화성시 송산면 공룡로 659,경기도 화성시 송산면 고정리 산 6,031-357-3951,http://dinopia.hscity.go.kr/user/index.jsp,매주 월요일,화~일 09:00~17:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
공리저수지,반려동물업,반려동반여행,여행지,충청남도,홍성군,구항면,공리,89-2 번지,내포로686번길,72 번,36.59239649,126.594495,32213.0,충청남도 홍성군 구항면 내포로686번길 72,충청남도 홍성군 구항면 공리 89-2,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
공천포구,반려동물업,반려동반여행,여행지,제주특별자치도,서귀포시,남원읍,신례리,72-18 번지,,,33.26316429,126.641664,63612.0,,제주특별자치도 서귀포시 남원읍 신례리 72-18,064-740-6000,https://www.visitjeju.net/u/9iE,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,N,Y,관광지,없음,2022-11-30
곽지해수욕장,반려동물업,반려동반여행,여행지,제주특별자치도,제주시,애월읍,곽지리,1565-6 번지,곽지11길,15-6 번,33.45308487,126.30669,63034.0,제주특별자치도 제주시 애월읍 곽지11길 15-6,제주특별자치도 제주시 애월읍 곽지리 1565-6,064-728-3985,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500056#tdetailInfo,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
관문체육공원,반려동물업,반려동반여행,여행지,경기도,과천시,관문동,,3 번지,중앙로,294 번,37.44136421,126.996346,13830.0,경기도 과천시 중앙로 294,경기도 과천시 관문동 3,02-504-7300,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형/중형,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
관저체육공원,반려동물업,반려동반여행,여행지,대전광역시,서구,관저동,,1580 번지,구봉산북로,121 번,36.29278461,127.333588,35376.0,대전광역시 서구 구봉산북로 121,대전광역시 서구 관저동 1580,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
광교호수공원,반려동물업,반려동반여행,여행지,경기도,수원시 영통구,하동,,1026-1 번지,광교호수로,165 번,37.28326769,127.070057,16514.0,경기도 수원시 영통구 광교호수로 165,경기도 수원시 영통구 하동 1026-1,070-8800-2460,http://www.gglakepark.or.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
광명시반려견놀이터,반려동물업,반려동반여행,여행지,경기도,광명시,소하동,,1345 번지,하안로,60 번,37.44474476,126.894026,14322.0,경기도 광명시 하안로 60,경기도 광명시 소하동 1345,031-335-6050,정보없음,법정공휴일,매일 09:00~18:00,N,없음,Y,해당없음,모두 가능,"목줄, 배변봉투, 질병이나 공격성 있는 경우 입장 불가",N,Y,"관광지, 강아지놀이터, 13세 미만 보호자 동반 필수",없음,2022-11-30
광주시민의숲,반려동물업,반려동반여행,여행지,광주광역시,북구,월출동,,968 번지,추암로,190 번,35.23301946,126.866337,61002.0,광주광역시 북구 추암로 190,광주광역시 북구 월출동 968,062-613-6467,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
교동생태습지,반려동물업,반려동반여행,여행지,충청북도,옥천군,옥천읍,교동리,159 번지,향수길,95-27 번,36.31923846,127.585035,29027.0,충청북도 옥천군 옥천읍 향수길 95-27,충청북도 옥천군 옥천읍 교동리 159,043-730-4972,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
교암해변,반려동물업,반려동반여행,여행지,강원도,고성군,토성면,교암리,12-7 번지,천학정길,43 번,38.29201763,128.546642,24755.0,강원도 고성군 토성면 천학정길 43,강원도 고성군 토성면 교암리 12-7,033-680-3356,https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_02/view.do?cntno=66,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
